Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/MedicationRequest-medicationrequest-example-ach-monthly-pass2-dex4-tablet.json	2210	8	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	68	73	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-medicationrequest-example-ach-monthly-pass2-heparin.json	2192	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	101	95	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-medicationrequest-example-ach-monthly-pass2-insulin-lispro.json	3290	4	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	1	0	0	80	72	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-medicationrequest-example-ach-monthly-pass2-metformin.json	2291	5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	69	46	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-medicationrequest-example-ach-monthly-pass3-cipro.json	2260	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	75	61	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-medicationrequest-example-ach-monthly-pass3-enoxaparin.json	2518	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	114	104	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-medicationrequest-example-ach-monthly-pass3-metronidazole.json	2218	5	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	82	105	0	0	0	0	0	0
fsh-generated/resources/Observation-lab-observation-example-ach-daily-initialpopulationpass.json	1463	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	53	63	0	0	0	0	0	0
fsh-generated/resources/Observation-lab-observation-example-ach-daily-negativepcr-1.json	1477	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	57	87	0	0	0	0	0	0
fsh-generated/resources/Observation-lab-observation-example-ach-daily-negativepcr-2.json	1478	6	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	104	79	0	0	0	0	0	0
fsh-generated/resources/Observation-lab-observation-example-ach-daily-rsvlabbtg.json	1368	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	111	51	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-daily-initialpopulationpass-isolation.json	1108	10	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	67	59	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass1-blood.json	1518	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	81	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass1-csf.json	1477	7	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	89	90	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass1-gestational-age.json	1148	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	66	99	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass1-vitals-weight.json	1143	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	79	64	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass2-aptt.json	1359	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	51	56	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass2-hemo-a1c.json	1385	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	47	56	0	0	1	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass2-hemo.json	1404	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	86	62	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass2-poc-1.json	1302	5	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	85	62	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass2-poc-2.json	1303	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	79	45	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass2-vitals-weight.json	1155	5	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	86	53	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass3-cdiff.json	1457	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	63	61	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass3-vitals-height.json	1146	5	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	87	51	0	0	0	0	0	0
fsh-generated/resources/Observation-observation-example-ach-monthly-pass3-vitals-weight.json	1146	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56	75	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-example-submitting-organization.json	932	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	68	35	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-example-ach-daily-influenzatherapeutic.json	2837	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	164	33	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-example-ach-daily-initialpopulationpass.json	2209	5	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	76	33	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-example-ach-daily-negativepcr.json	2150	5	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	50	34	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-example-ach-daily-rsvlabbtg.json	2850	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	38	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-example-ach-monthly-pass1.json	3041	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	79	37	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-example-ach-monthly-pass2.json	2174	5	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	120	35	0	0	0	0	0	0
fsh-generated/resources/Patient-patient-example-ach-monthly-pass3.json	2486	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	88	34	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-example-ach-daily-negativepcr-intubation.json	888	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	77	42	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-example-ach-monthly-pass1-central-line.json	860	5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	70	84	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-example-ach-monthly-pass1-lumbar.json	1226	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	90	58	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-example-ach-monthly-pass2-ivcf.json	895	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	111	39	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-example-ach-monthly-pass3-transfusion.json	879	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	122	38	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-daily-initialpopulationpass-covid.json	1937	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	93	78	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-daily-negativepcr-covid-1.json	1923	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	106	122	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-daily-negativepcr-covid-2.json	1923	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	76	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-daily-rsvlabbtg-rsv.json	1752	4	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	49	42	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-monthly-pass1-blood.json	1752	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	91	58	0	0	1	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-monthly-pass1-csf.json	1756	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	54	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-monthly-pass2-aptt.json	1746	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	59	43	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-monthly-pass2-glucose.json	1790	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	96	41	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-monthly-pass2-hemo-a1c.json	1742	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	61	79	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-monthly-pass2-hemo.json	1759	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	79	73	0	0	0	0	0	0
fsh-generated/resources/ServiceRequest-servicerequest-example-ach-monthly-pass3-cdiff.json	1780	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	56	62	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-daily-initialpopulationpass.json	914	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	42	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-daily-negativepcr-1.json	886	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	35	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-daily-negativepcr-2.json	886	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	38	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-daily-rsvlabbtg.json	876	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	102	39	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-monthly-pass1-blood.json	1191	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	76	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-monthly-pass1-csf.json	1289	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	50	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-monthly-pass2-blood-1.json	1192	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	57	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-monthly-pass2-blood-2.json	1192	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	43	0	0	0	0	0	0
fsh-generated/resources/Specimen-specimen-example-ach-monthly-pass3-stool.json	1165	8	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	110	47	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ach-daily-diagnosticreport-lab.json	3033	7	0	348	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	813	2535	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-ach-daily-encounter.json	5974	5	0	294	0	0	0	0	0	45	0	0	1	0	0	0	0	2	0	0	1140	1440	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-ach-daily-location.json	2455	4	0	122	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	789	1123	0	0	0	7	1	0
fsh-generated/resources/StructureDefinition-ach-daily-medication.json	3288	4	0	100	0	0	0	0	0	43	0	0	0	0	0	0	0	1	0	0	708	962	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ach-daily-medicationadministration.json	4659	4	0	98	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	898	996	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ach-daily-medicationrequest.json	7047	5	0	140	0	0	0	0	1	56	0	0	0	0	0	0	0	1	0	0	1830	1266	0	0	0	18	1	0
fsh-generated/resources/StructureDefinition-ach-daily-observation-lab.json	4152	4	0	115	0	0	1	0	0	47	0	0	1	0	0	0	0	2	0	0	1200	4326	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-ach-daily-observation.json	4115	7	0	106	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	1173	3066	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-ach-daily-procedure.json	1704	5	0	70	2	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	574	825	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-ach-daily-servicerequest.json	3774	5	0	74	0	0	0	0	0	79	0	0	0	0	0	0	0	2	0	0	901	812	0	0	0	12	1	12
fsh-generated/resources/StructureDefinition-ach-daily-specimen.json	2551	9	0	117	0	0	0	0	0	1983	0	0	0	0	0	0	0	1	0	0	673	1005	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-condition.json	2931	6	0	79	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	1016	917	0	0	0	6	1	1
fsh-generated/resources/StructureDefinition-ach-monthly-coverage.json	2997	5	0	79	3	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	1056	1062	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-device.json	2913	4	0	64	0	0	0	0	0	31	0	0	1	0	0	0	0	1	0	0	1058	846	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-ach-monthly-diagnosticreport-lab.json	2213	5	0	72	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	755	828	0	0	0	12	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-diagnosticreport-note.json	2656	4	0	58	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	865	775	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-ach-monthly-diagnosticreport.json	3533	4	0	45	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	864	737	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-encounter.json	7358	6	0	139	1	0	0	0	0	42	0	0	0	0	0	0	0	1	0	0	1610	953	0	0	0	23	0	1
fsh-generated/resources/StructureDefinition-ach-monthly-location.json	2468	5	0	56	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	683	1093	0	0	0	14	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-medication.json	3305	5	0	42	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	689	586	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-medicationadministration.json	5237	6	0	62	0	0	0	0	1	36	0	0	0	0	0	0	0	1	0	0	1010	784	0	0	0	16	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-medicationrequest.json	7659	5	0	98	0	0	0	0	0	76	0	0	0	0	0	0	0	1	0	0	1617	1784	0	0	0	34	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-observation-lab.json	3669	7	0	92	1	0	0	0	0	65	0	0	0	0	0	0	0	1	0	0	1115	954	0	0	0	14	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-observation-vitals.json	4814	5	0	134	0	0	0	0	0	56	0	0	0	0	0	0	0	2	0	0	1439	3114	0	0	0	17	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-observation.json	5926	7	0	82	0	0	0	0	0	44	0	0	1	0	0	0	0	1	0	0	1294	1070	0	0	0	34	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-procedure.json	2936	3	0	57	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1134	697	0	0	0	17	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-servicerequest.json	3718	7	0	55	1	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	904	851	0	0	0	20	0	0
fsh-generated/resources/StructureDefinition-ach-monthly-specimen.json	2506	4	0	42	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	594	574	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-cross-measure-patient.json	5671	6	0	161	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	1528	1394	0	0	0	13	0	0
fsh-generated/resources/StructureDefinition-ip-measurereport-list.json	2417	6	0	42	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	617	532	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-link-original-element-value-extension.json	2129	6	0	13	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	237	505	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-link-original-mapped-concept-extension.json	1760	5	0	21	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	220	260	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-link-original-resource-id-extension.json	2639	4	0	19	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	238	270	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-link-patient-list-applicable-period-extension.json	2103	5	0	18	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	186	377	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-link-received-date-extension.json	1674	3	0	16	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	197	278	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-nhsn-measurereport-bundle.json	7252	5	0	351	0	0	0	0	1	44	0	0	1	0	0	0	0	1	0	0	2332	2559	0	0	0	18	0	0
fsh-generated/resources/StructureDefinition-nhsn-subject-bundle.json	3565	5	0	100	0	0	0	0	0	33	0	0	0	0	0	0	0	1	0	0	1147	1753	0	0	0	10	0	0
fsh-generated/resources/StructureDefinition-nhsn-submission-header-bundle.json	5099	3	0	121	0	0	0	0	0	64	0	0	0	0	0	0	0	2	0	0	1565	1924	0	0	0	15	0	0
fsh-generated/resources/StructureDefinition-nhsn-submitting-device.json	1349	6	0	15	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	592	1016	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-nhsn-submitting-organization.json	2009	5	0	10	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	551	493	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-poi-list.json	2339	4	0	9	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	470	447	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-subjectlist-measurereport.json	3844	7	0	23	1	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	1080	728	0	0	0	17	0	0
fsh-generated/resources/ValueSet-ach-daily-diagnostic-report-status.json	1001	3	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	134	1270	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ach-daily-encounter-class.json	1158	5	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	99	231	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ach-daily-encounter-status.json	1057	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	78	173	0	0	0	1	0	0
fsh-generated/resources/ValueSet-ach-monthly-encounter-class.json	1260	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	81	263	0	0	0	0	0	0
fsh-generated/resources/ValueSet-ach-monthly-encounter-status.json	1065	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	93	154	0	0	0	1	0	0
input/resources/device/cqf-tooling.json	490	5	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	96	52	0	0	0	0	0	0
input/resources/extension-MeasureReport.supplementalDataElement.reference.json	12917	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	241	0	0	0	1	0	0
input/resources/extension-criteriaReference.json	12587	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	250	0	0	0	2	0	0
input/resources/library/FHIRHelpers.json	34159	5	0	0	0	0	0	0	1	658	0	0	0	0	0	0	0	0	0	0	423	78	0	0	0	3	0	0
input/resources/library/NHSNAcuteCareHospitalDailyInitialPopulation.json	59676	6	0	0	1	0	0	0	5	153	0	0	0	0	0	0	0	0	0	0	664	59	0	0	0	6	0	0
input/resources/library/NHSNAcuteCareHospitalMonthlyInitialPopulation.json	41685	7	0	0	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	499	49	0	0	0	4	0	0
input/resources/library/NHSNHelpers.json	4807	6	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	117	38	0	0	0	1	0	0
input/resources/library/SharedResourceCreation.json	31859	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	345	44	0	0	0	3	0	0
input/resources/measure/measure-NHSNAcuteCareHospitalDailyInitialPopulation.xml	216597	298	0	0	1	0	0	0	9	258	0	0	0	0	0	0	0	1	0	0	1917	349	0	0	0	10	0	12
input/resources/measure/measure-NHSNAcuteCareHospitalMonthlyInitialPopulation.xml	169061	175	0	0	0	0	0	0	10	116	0	0	0	0	0	0	0	0	0	0	1459	185	0	0	0	9	0	1
